variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
f7sx_2017,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,4,calculateur_impots/yaml/reduc_malraux.yaml
f7sy_2017,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,4,calculateur_impots/yaml/reduc_malraux.yaml
f7sz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer en 2016 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ta,foyer_fiscal,Inv. for.,1,1,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tb,foyer_fiscal,Dépenses en investissements forestiers,1,1,calculateur_impots/yaml/credit_invest_forestier.yaml
f7td,foyer_fiscal,Intérêts des prêts étudiants versés avant l,1,4,calculateur_impots/yaml/credit_preetu.yaml
f7tg,foyer_fiscal,"Investissements forestiers : report 2011, après sinistre",1,1,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tj,foyer_fiscal,"Investissements forestiers : report N-1, après sinistre",1,6,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tk,foyer_fiscal,"Investissements forestiers : report N-1, après sinistre,  avec adhésion à une organisation de producteurs",1,6,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tm,foyer_fiscal,"Investissements forestiers : report 2015, après sinistre",1,5,calculateur_impots/yaml/credit_invest_forestier.yaml
f7to,foyer_fiscal,"Investissements forestiers : report 2015, après sinistre, avec adhésion à une association de producteurs",2,6,calculateur_impots/yaml/credit_invest_forestier.yaml; calculateur_impots/yaml/credits_impot.yaml
f7tp,foyer_fiscal,Inv. forestiers: Report des dépenses de travaux des années antérieures 2016,1,4,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tq,foyer_fiscal,Inv. forestiers: Report des dépenses de travaux des années antérieures avec adh. grp. prod. 2016,1,4,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tr,foyer_fiscal,Inv. forestiers: Report des dépenses de travaux des années antérieures 2017,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7ts,foyer_fiscal,Inv. forestiers: Report des dépenses de travaux des années antérieures avec adh. grp. prod. 2017,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tt,foyer_fiscal,Inf. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tu,foyer_fiscal,Inv. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tv,foyer_fiscal,Inv. for.,1,2,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tw,foyer_fiscal,Investissement forestiers report des dépenses de travaux des années antérieures: 2019 après sinistre,1,2,calculateur_impots/yaml/credit_invest_forestier.yaml
f7tx,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé; Opérations engagées en 2017 dans un site patrimonial remarquable couvert par un PSMV,1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7ty,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé; Opérations engagées en 2017 dans un site patrimonial remarquable non couvert par un PSMV,1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7tz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer en 2016 avec engagement de location 9 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ua,foyer_fiscal,Investissements forestiers : travaux avec adhésion à une organisation de producteurs,1,7,calculateur_impots/yaml/credit_invest_forestier.yaml
f7ub,foyer_fiscal,"Investissements forestiers : travaux consécutifs à un sinistre, avec adhésion à une organisation de producteurs",2,8,calculateur_impots/yaml/credit_invest_forestier.yaml; calculateur_impots/yaml/credits_impot.yaml
f7ud,foyer_fiscal,Dons à des organismes d,2,7,calculateur_impots/yaml/reduc_dfppce.yaml; calculateur_impots/yaml/reduc_donapd.yaml
f7ue,foyer_fiscal,Dons versés du 16.4 au 31.12.2019 pour la conservation et la restauration de la cathédrale Notre-Dame de Paris ,2,3,calculateur_impots/yaml/reduc_dfppce.yaml; calculateur_impots/yaml/reduc_notredame.yaml
f7uf,foyer_fiscal,Dons à d,1,9,calculateur_impots/yaml/reduc_dfppce.yaml
f7uh,foyer_fiscal,Dons et cotisations versés aux partis politiques,1,5,calculateur_impots/yaml/reduc_dfppce.yaml
f7ui,foyer_fiscal,Investissements forestiers : contrat de gestion avec adhésion à une organisation de producteurs ,2,8,calculateur_impots/yaml/credit_invest_forestier.yaml; calculateur_impots/yaml/credits_impot.yaml
f7uj,foyer_fiscal,Dons effectés à pour la sauvegarde du patrimoine religieux,1,2,calculateur_impots/yaml/reduc_dfppce.yaml
f7uj_2022,foyer_fiscal,Dons versés du 2.6.2021 au 31.12.2022 à des associations cultuelles,1,1,calculateur_impots/yaml/reduc_dfppce.yaml
f7uk,foyer_fiscal,Intérêts des prêts étudiants versés durant l,1,4,calculateur_impots/yaml/credit_preetu.yaml
f7um,foyer_fiscal,Intérêts pour paiement différé accordé aux agriculteurs,1,4,calculateur_impots/yaml/reduc_intagr.yaml
f7up,foyer_fiscal,Crédit dimpôt pour investissements forestiers: travaux,1,7,calculateur_impots/yaml/credit_invest_forestier.yaml
f7uq,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/credit_invest_forestier.yaml
f7ut,foyer_fiscal,Investissements forestiers : indicatrice travaux consécutifs à un sinistre,1,7,calculateur_impots/yaml/credit_invest_forestier.yaml
f7uu_2017,foyer_fiscal,"Investissements forestiers : report N-4, hors sinistre",1,1,calculateur_impots/yaml/credit_invest_forestier.yaml
f7ux,foyer_fiscal,Scellier,1,1,calculateur_impots/yaml/credit_invest_forestier.yaml
f7ux_2018,foyer_fiscal,"Investissements forestiers : report N-1, hors sinistre",1,2,calculateur_impots/yaml/credit_invest_forestier.yaml
f7uy,foyer_fiscal,Investissements locatifs dans le secteur de touristique: Report des dépenses d,1,1,calculateur_impots/yaml/reduc_invlst1.yaml
f7uz,foyer_fiscal,Investissements locatifs dans le secteur de touristique: Report des dépenses d,1,1,calculateur_impots/yaml/reduc_invlst2.yaml
f7va,foyer_fiscal,Dons à des organismes d,2,8,calculateur_impots/yaml/reduc_dfppce.yaml; calculateur_impots/yaml/reduc_donapd.yaml
f7vc,foyer_fiscal,Dons à des autres organismes établis dans un Etat européen,1,8,calculateur_impots/yaml/reduc_dfppce.yaml
f7vh,foyer_fiscal,Inv. for.,1,2,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vi,foyer_fiscal,Inv. for.,1,2,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vj,foyer_fiscal,Inv. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vk,foyer_fiscal,Inv. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vl,foyer_fiscal,Inv. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vm,foyer_fiscal,"Investissements forestiers : report 2015, hors sinistre",2,6,calculateur_impots/yaml/credit_invest_forestier.yaml; calculateur_impots/yaml/credits_impot.yaml
f7vn,foyer_fiscal,"Investissements forestiers : report 2015, hors sinistre, avec adhésion à une association de producteurs",1,5,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vo,foyer_fiscal,Nombre d,1,4,calculateur_impots/yaml/credit_preetu.yaml
f7vp,foyer_fiscal,"Investissements forestiers : report 2014, hors sinistre, avec adhésion à une association de producteurs",1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vq,foyer_fiscal,"Investissements forestiers : report 2016, hors sinistre",1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vr,foyer_fiscal,"Investissements forestiers : report 2016, hors sinistre, avec adhésion à une association de producteurs",1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vs,foyer_fiscal,Inv. for.,1,3,calculateur_impots/yaml/credit_invest_forestier.yaml
f7vt,foyer_fiscal,Intérêt des emprunts contractés pour l,1,4,calculateur_impots/yaml/credit_inthab.yaml
f7vu,foyer_fiscal,Intérêt des emprunts contractés pour l,1,1,calculateur_impots/yaml/credit_inthab.yaml
f7vv,foyer_fiscal,Intérêt des emprunts contractés pour l,1,2,calculateur_impots/yaml/credit_inthab.yaml
f7vx,foyer_fiscal,Intérêt des emprunts contractés pour l,1,5,calculateur_impots/yaml/credit_inthab.yaml
f7vz,foyer_fiscal,Intérêt des emprunts contractés pour l,1,4,calculateur_impots/yaml/credit_inthab.yaml
f7wj,foyer_fiscal,Dépenses en faveur de l,1,4,calculateur_impots/yaml/credit_aidper.yaml
f7wl,foyer_fiscal,Dépenses en faveur de l,1,4,calculateur_impots/yaml/credit_aidper.yaml
f7wr,foyer_fiscal,Dépenses en faveur de l,1,4,calculateur_impots/yaml/credit_aidper.yaml
f7wt,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7wu,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7wv,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7ww,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7xi_2015,foyer_fiscal,"Investissements locatifs dans le secteur de touristique, logement neuf: report des dépenses d",1,2,calculateur_impots/yaml/reduc_invlst1.yaml
f7xj_2015,foyer_fiscal,Investissements locatifs dans le secteur de touristique: réhabilitation d,1,2,calculateur_impots/yaml/reduc_invlst2.yaml
f7xp_2016,foyer_fiscal,Investissements locatifs dans une résidence hôtelière à vocation sociale: report des dépenses d,1,1,calculateur_impots/yaml/reduc_invlst1.yaml
f7xq_2016,foyer_fiscal,Investissements locatifs dans une résidence hôtelière à vocation sociale: report des dépenses d,1,1,calculateur_impots/yaml/reduc_invlst2.yaml
f7xs,foyer_fiscal,Report des années antérieures des dons (report des réductions et crédits d,1,7,calculateur_impots/yaml/reduc_dfppce.yaml
f7xt,foyer_fiscal,Report des années antérieures des dons (report des réductions et crédits d,1,7,calculateur_impots/yaml/reduc_dfppce.yaml
f7xu,foyer_fiscal,Report des années antérieures des dons (report des réductions et crédits d,1,7,calculateur_impots/yaml/reduc_dfppce.yaml
f7xv,foyer_fiscal,Investissements locatifs dans le secteur de touristique: Report des dépenses d,1,4,calculateur_impots/yaml/reduc_dfppce.yaml
f7xw,foyer_fiscal,Report des années antérieures des dons (report des réductions et crédits d,1,7,calculateur_impots/yaml/reduc_dfppce.yaml
f7xy,foyer_fiscal,Report des années antérieures des dons (report des réductions et crédits d,1,3,calculateur_impots/yaml/reduc_dfppce.yaml
f7ya,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés du 1.1.2013 au 31.3.2013 avec promesse d",2,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yb,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2012, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yc,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2012 avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yd,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2011, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7ye,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2011 avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yf,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2010, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2010 avec promesse d",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yh,foyer_fiscal,Investissements locatifs neufs dispositif Scellier : Report concernant les investissements réalisés en 2009 et achevés en 2013 en métropole et dans les DOM-COM ,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yi,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2013 et réalisés en 2009, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,1,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yj,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yk,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yl,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ym,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yn,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yo,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yp,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yq,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yr,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ys,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yt,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yu,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yv,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yw,foyer_fiscal,Scellier: report de 1/9 de la réduction d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7yx,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yy,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7yz,foyer_fiscal,Scellier: report de 1/5 de la réduction d,1,1,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f8la,foyer_fiscal,Crédit d,1,2,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tb,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tc,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8te,foyer_fiscal,Crédit d,1,2,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8te_2018,foyer_fiscal,Crédit d,1,4,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tf,foyer_fiscal,Reprises de réductions ou de crédits d,1,3,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tg,foyer_fiscal,Crédits d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tl,foyer_fiscal,Crédit d,1,5,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8to,foyer_fiscal,Crédit d,1,3,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tp,foyer_fiscal,Crédit d,1,3,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8ts,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8tz,foyer_fiscal,Crédit d,1,4,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8uw,foyer_fiscal,Crédit d,1,5,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8uy,foyer_fiscal,Auto-entrepreneur : versements libératoires d’impôt sur le revenu dont le remboursement est demandé,1,4,calculateur_impots/yaml/reduc_autent.yaml
f8uz,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wa,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wb,foyer_fiscal,Crédit d,1,4,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wc,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wd,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8we,foyer_fiscal,Crédit d,1,4,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wg,foyer_fiscal,Crédit d,1,1,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wh,foyer_fiscal,Crédit d,1,1,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wr,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wt,foyer_fiscal,Crédit d,1,7,calculateur_impots/yaml/reduc_credit_2042pro.yaml
f8wu,foyer_fiscal,Crédit d,1,5,calculateur_impots/yaml/reduc_credit_2042pro.yaml
fhbs,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhbu,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhcc,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhcm,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhco,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhct,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhdi,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhdo,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhdp,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhes,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhet,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhfw,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,1,calculateur_impots/yaml/reduc_doment.yaml
fhoe,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2013, Investissements immobiliers  que vous avez engagé en 2012, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhoj,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2011, Investissements immobiliers engagés en 2011, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhot,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2012, Investissements immobiliers  que vous avez engagé en 2012, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhoy,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2013, Investissements immobiliers engagés en 2012 ou 2013, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhqb,foyer_fiscal,,1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhqd,foyer_fiscal,DomLog Investissements réalisés en 2010: autres investissements,1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhua,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2014, Investissements immobiliers engagés avant le 1.1.2011",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhuj,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2015, Investissements immobiliers  que vous avez engagé en 2012, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhul,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2015, Investissements immobiliers engagés en 2012 ou 2013, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhuq,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2016, Investissements immobiliers  que vous avez engagé en 2012, ayant fait l",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhva,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2017, Investissements immobiliers engagés avant le 1.1.2011",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhvg,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2017, Autres investissements",1,1,calculateur_impots/yaml/reduc_domlog.yaml
fhxa,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2014,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxb,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2014,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxc,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2014,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxe,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2014,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxf,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2015,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxg,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2015,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxh,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2015,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxi,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2015,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxk,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2015,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxl,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2016,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxm,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2016,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxn,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2016,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxo,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2016,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxp,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2016,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxq,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2017,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxr,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2017,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxs,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2017,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxt,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2017,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhxu,foyer_fiscal,Investissements outre-mer dans le logement social : Investissements réalisés en 2017,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhya,foyer_fiscal,DomSoc,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhyb,foyer_fiscal,DomSoc,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhyc,foyer_fiscal,DomSoc,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
fhyd,foyer_fiscal,DomSoc,1,1,calculateur_impots/yaml/reduc_domsoc.yaml
frag_fore,individus,Revenus des exploitants forestiers (régime du forfait),1,2,calculateur_impots/yaml/regime_forfait_agricole.yaml
frag_impo,individus,Revenus agricoles imposables (régime du forfait),1,2,calculateur_impots/yaml/regime_forfait_agricole.yaml
frag_impo_n1,individus,"Revenus agricoles, forfait ou microBA année n-1",1,1,calculateur_impots/yaml/regime_microBA.yaml
frag_pvct,individus,Plus-values agricoles  à court terme (régime du forfait),1,2,calculateur_impots/yaml/regime_forfait_agricole.yaml
frais_reels,individus,Frais réels,2,2,mes-aides.gouv.fr/ludwig_test_1520950068799.yaml; formulas/ass_revenus_immo.yaml
gains_exceptionnels,individus,Gains exceptionnels,1,1,mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml
garantie_jeunes,individus,Montant de la Garantie Jeune,1,1,formulas/visale.yaml
garde_alternee,individus,Enfant en garde alternée,11,16,formulas/asf/asf_2015_01.yaml; mes-aides.gouv.fr/test_mes_aides_551d4d49d8e0018545eb071b.yaml; formulas/asf/asf_2018_04.yaml; ... et 8 autres
gir,individus,Groupe iso-ressources de l,8,8,mes-aides.gouv.fr/ludwig_test_1515421140631.yaml; mes-aides.gouv.fr/ludwig_test_1515420730955.yaml; mes-aides.gouv.fr/ludwig_test_1515421207606.yaml; ... et 5 autres
handicap,individus,Individu en situation de handicap,126,132,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 123 autres
heures_remunerees_volume,individus,Volume des heures rémunérées contractuellement,1,3,formulas/covid19/ap.yaml
inapte_travail,individus,Reconnu inapte au travail,126,129,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 123 autres
invalidite,individus,Individu titulaire d,1,3,formulas/personnes_a_charge.yaml
lieu_emploi_ou_formation,individus,Zone de l,1,14,formulas/agepi.yaml
livret_a,individus,Épargne sur Livret A,3,3,mes-aides.gouv.fr/test_mes_aides_542134d3fb35830200b31345.yaml; formulas/ass_revenus_immo.yaml; formulas/aides_logement.yaml
